age_range,book_author,rating_count
36-55,Hera Lind,33
36-55,Charlotte Douglas,33
36-55,Colin Forbes,33
36-55,Anita Brookner,33
36-55,Judith Arnold,33
36-55,Jim Butcher,33
36-55,Judith Bowen,33
36-55,Enid Blyton,33
36-55,Garth Nix,33
36-55,JANE GREEN,33
36-55,Eric Lustbader,32
36-55,Martin Amis,32
36-55,Og Mandino,32
36-55,Richard P. Feynman,32
36-55,Emma Goldrick,32
36-55,WILLIAM GOLDMAN,32
36-55,Patricia Rice,32
36-55,Keith Laumer,32
36-55,Sebastian Faulks,32
36-55,Linda Lay Shuler,32
36-55,Rexanne Becnel,32
36-55,Nancy Atherton,32
36-55,Julian May,32
36-55,Margaret Drabble,32
36-55,John Peel,32
36-55,Rosie O'Donnell,32
36-55,Mildred D. Taylor,32
36-55,Irving Wallace,32
36-55,Peter Lovesey,32
36-55,Helen Bianchin,32
36-55,Charlotte Hughes,32
36-55,Fyodor Dostoyevsky,32
36-55,Sharan Newman,32
36-55,Edgar Rice Burroughs,32
36-55,R. A. Salvatore,32
36-55,Robin Paige,32
36-55,D.H. Lawrence,32
36-55,Sandra Marton,32
36-55,Betsy Byars,32
36-55,PAT CONROY,32
36-55,Joanne Rock,32
36-55,Cathy Guisewite,32
36-55,Laura Joh Rowland,32
36-55,Penelope Lively,32
36-55,Vikram Seth,32
36-55,Harriet Lerner,32
36-55,Christopher Rice,32
36-55,Shaun Hutson,32
36-55,Marisa Carroll,31
36-55,Luis Sepulveda,31
36-55,Gene Wolfe,31
36-55,James Fenimore Cooper,31
36-55,Sarah Mlynowski,31
36-55,Andrew Klavan,31
36-55,Greg Cox,31
36-55,Raymond Carver,31
36-55,Chuck Palahniuk,31
36-55,Zane Grey,31
36-55,Lorna Landvik,31
36-55,Robert Rankin,31
36-55,Charles Kuralt,31
36-55,Charles De Lint,31
36-55,Kenneth T. Brown,31
36-55,Ellen Raskin,31
36-55,James Baldwin,31
36-55,John Edward,31
36-55,Elaine St. James,31
36-55,Leslie Meier,31
36-55,Donna Woolfolk Cross,31
36-55,Norah Hess,31
36-55,Jacqueline Carey,31
36-55,Joshua Piven,31
36-55,Noam Chomsky,31
36-55,Claire Cook,31
36-55,William J. Coughlin,31
36-55,L. M. Montgomery,31
36-55,Carson McCullers,31
36-55,Elaine Barbieri,31
36-55,Dale Carnegie,31
36-55,John McPhee,31
36-55,Louise L. Hay,31
36-55,ERIK LARSON,31
36-55,James Howe,31
36-55,MAEVE BINCHY,31
36-55,Reynolds Price,31
36-55,Dan Millman,31
36-55,Judith Reeves-Stevens,31
36-55,Lindsay Mckenna,31
36-55,Barbara Johnson,31
36-55,Margaret Mitchell,31
36-55,Troy Denning,31
36-55,Oscar Hijuelos,30
36-55,Gary Smalley,30
36-55,Alistair MacLean,30
36-55,Jule McBride,30
36-55,Dalai Lama,30
36-55,James P. Hogan,30
36-55,Matthew F Christopher,30
36-55,Penelope Fitzgerald,30
36-55,Keith Ablow,30
36-55,Jack Olsen,30
36-55,TONI MORRISON,30
36-55,Jim Harrison,30
36-55,Stephen W. Frey,30
36-55,Barbara Park,30
36-55,Mary Willis Walker,30
36-55,Sue Civil-Brown,30
36-55,Alice Munro,30
36-55,Alice Gray,30
36-55,Dennis L. McKiernan,30
36-55,Jack McDevitt,30
36-55,Evelyn Rogers,30
36-55,Linda Castillo,30
36-55,John Katzenbach,30
36-55,Jeanne Kalogridis,30
36-55,Dara Joy,30
36-55,Mercer Mayer,30
36-55,Eugenia Riley,30
36-55,Mike Resnick,30
36-55,Tom Holt,30
36-55,Graham Masterton,30
36-55,William X. Kienzle,30
36-55,Lisa Wingate,29
36-55,Stefan Fatsis,29
36-55,Philip Kerr,29
36-55,Kitty Kelley,29
36-55,Mary Engelbreit,29
36-55,James Alan Gardner,29
36-55,Robin Jones Gunn,29
36-55,Sue Harrison,29
36-55,John E. Douglas,29
36-55,Jonathan Carroll,29
36-55,Richard Bachman,29
36-55,Sharon Green,29
36-55,Lynn Abbey,29
36-55,William Martin,29
36-55,Thomas Perry,29
36-55,Elizabeth Hand,29
36-55,Walter Dean Myers,29
36-55,Joanna Wayne,29
36-55,Jackie Merritt,29
36-55,Hillary Rodham Clinton,29
36-55,Helen Myers,29
36-55,Elizabeth McCracken,29
36-55,Eloisa James,29
36-55,Selma Eichler,29
36-55,Phil Rickman,29
36-55,Margot Early,29
36-55,Michael Dorris,29
36-55,John Peterson,29
36-55,Catherine Hart,29
36-55,Niall Williams,29
36-55,Diana G. Gallagher,29
36-55,Elizabeth Oldfield,29
36-55,May Sarton,29
36-55,Julie Ortolon,29
36-55,Curtiss Matlock,29
36-55,Alan Paton,29
36-55,Doris Lessing,29
36-55,Susan Orlean,29
36-55,William Safire,29
36-55,Peter McWilliams,29
36-55,Barry Unsworth,29
36-55,J.M. Dillard,29
36-55,SUE MARGOLIS,29
36-55,Jim Fergus,29
36-55,Malika Oufkir,29
36-55,Edward Gorey,29
36-55,Diane Hoh,29
36-55,Jonathan Swift,29
36-55,Larry Watson,29
36-55,Charles Sheffield,29
36-55,Laurien Berenson,29
36-55,Gillian Roberts,29
36-55,Albert Camus,29
36-55,Gloria Naylor,29
36-55,Iris Murdoch,29
36-55,Paul Vincent,29
36-55,Lisa Cach,29
36-55,Charles R. Swindoll,29
36-55,Nancy Kress,29
36-55,Hunter S. Thompson,28
36-55,Pete Hamill,28
36-55,Jerry Jenkins,28
36-55,Carrie Fisher,28
36-55,Susan Wright,28
36-55,PIERS ANTHONY,28
36-55,Tova Mirvis,28
36-55,Robert Wilson,28
36-55,LAURA ESQUIVEL,28
36-55,Steven Saylor,28
36-55,LUANNE RICE,28
36-55,May McGoldrick,28
36-55,Georgia Bockoven,28
36-55,FRANCES MAYES,28
36-55,Phoebe Atwood Taylor,28
36-55,Robin Pilcher,28
36-55,Julie Beard,28
36-55,Michael Dibdin,28
36-55,Susan R. Sloan,28
36-55,Wilson Rawls,28
36-55,Charles M. Schulz,28
36-55,Carole Matthews,28
36-55,Douglas Niles,28
36-55,Tim O'Brien,28
36-55,Kate White,28
36-55,Molly Ivins,28
36-55,Laurie Graham,28
36-55,Debra Salonen,28
36-55,Brenda Novak,28
36-55,George MacDonald,28
36-55,Geoffrey Chaucer,28
36-55,Harold S. Kushner,28
36-55,Steve Alten,28
36-55,Michael Teitelbaum,28
36-55,Julia London,28
36-55,Muriel Spark,28
36-55,Stan Redding,28
36-55,Anthony Burgess,28
36-55,Laurie Colwin,28
36-55,Susan Dunlap,28
36-55,Disney Enterprises Inc,28
36-55,SANDRA CISNEROS,28
36-55,Judith Ivory,28
36-55,David Gerrold,28
36-55,Karen Templeton,28
36-55,Joanna Carl,28
36-55,Mark Dunn,28
36-55,Caroline Arnold,28
36-55,Elise Title,28
36-55,Honor Books,28
36-55,Penny Frank,28
36-55,Patricia Reilly Giff,27
36-55,Paullina Simons,27
36-55,JOAN JOHNSTON,27
36-55,Miranda Jarrett,27
36-55,Bruce Chatwin,27
36-55,Zilpha Keatley Snyder,27
36-55,Robert Charles Wilson,27
36-55,Don Aslett,27
36-55,FRANCINE PASCAL,27
36-55,Taylor Caldwell,27
36-55,Kate William,27
36-55,Jennifer Belle,27
36-55,Leo Buscaglia,27
36-55,KAREN ROBARDS,27
36-55,Matt Ruff,27
36-55,Carolyn Chute,27
36-55,Miguel Delibes,27
36-55,Arthur Miller,27
36-55,CHRIS BOHJALIAN,27
36-55,Judith Merkle Riley,27
36-55,Gary Jennings,27
36-55,Christiane Heggan,27
36-55,CHUCK PALAHNIUK,27
36-55,Peggy Moreland,27
36-55,Suze Orman,27
36-55,T. J. MacGregor,27
36-55,Roberta Gellis,27
36-55,Janet Woods,27
36-55,E. Annie Proulx,27
36-55,MADELINE HUNTER,27
36-55,Rita Golden Gelman,27
36-55,ANNE FRANK,27
36-55,STEPHEN FREY,27
36-55,Elaine Fox,27
36-55,Margaret Frazer,27
36-55,Graham Joyce,27
36-55,John Farris,27
36-55,Jo Goodman,27
36-55,Lisa Plumley,27
36-55,Judith Rossner,27
36-55,Robert W. Walker,27
36-55,Nora Ephron,27
36-55,Stephanie Barron,26
36-55,Robert M. Pirsig,26
36-55,Patricia MacDonald,26
36-55,Betty Mahmoody,26
36-55,Matthew Reilly,26
36-55,Karen Marie Moning,26
36-55,Rhys Bowen,26
36-55,Lynn Johnston,26
36-55,Bradley Trevor Greive,26
36-55,Anne Frasier,26
36-55,Robert T. Kiyosaki,26
36-55,Emile Zola,26
36-55,William J. Caunitz,26
36-55,J. M. Coetzee,26
36-55,PAUL REISER,26
36-55,Sandra Martz,26
36-55,Russell Baker,26
36-55,Louise Fitzhugh,26
36-55,Piers Paul Read,26
36-55,Jeff Shaara,26
36-55,Charles Bukowski,26
36-55,Jon Land,26
36-55,Terry Kay,26
36-55,Steve Jackson,26
36-55,G. B. Trudeau,26
36-55,Kathleen Creighton,26
36-55,Steve Thayer,26
36-55,Sarah Ferguson,26
36-55,Joan Anderson,26
36-55,Alison Lurie,26
36-55,Elizabeth Young,26
36-55,Gail Carson Levine,26
36-55,MARY DORIA RUSSELL,26
36-55,Peter Matthiessen,26
36-55,Simon R. Green,26
36-55,Mark Bowden,26
36-55,Kathryn Kenny,26
36-55,Elizabeth Moon,26
36-55,Michele Slung,26
36-55,Daphne Du Maurier,26
36-55,Carlos Ruiz Zafon,26
36-55,Marguerite Henry,26
36-55,Kathy Hogan Trocheck,26
36-55,Kimberly Cates,26
36-55,Randy Wayne White,26
36-55,Mark Childress,26
36-55,Catherine Cookson,26
36-55,Debbi Rawlins,26
36-55,Dave Duncan,26
36-55,Robin Lee Hatcher,26
36-55,Margaret Peterson Haddix,26
36-55,Robert Munsch,26
36-55,John R. Maxim,26
36-55,Chang-Rae Lee,26
36-55,Lynn V. Andrews,26
36-55,WILLIAM BERNHARDT,25
36-55,Elizabeth Gage,25
36-55,Robert J. Randisi,25
36-55,Chinua Achebe,25
36-55,Elizabeth Forsythe Hailey,25
36-55,Else Holmelund Minarik,25
36-55,James Michael Pratt,25
36-55,Karen Joy Fowler,25
36-55,Jeff Abbott,25
36-55,Doris Mortman,25
36-55,Cindy Gerard,25
36-55,Susanna Tamaro,25
36-55,Cheryl St. John,25
36-55,Scholastic Books,25
36-55,Claire M. Johnson,25
36-55,Ron Hansen,25
36-55,Kathleen Norris,25
36-55,Virginia Lanier,25
36-55,Emily Grayson,25
36-55,Erich Maria Remarque,25
36-55,Helen Hooven Santmyer,25
36-55,Betina M. Krahn,25
36-55,Iris Rainer Dart,25
36-55,Connie Brockway,25
36-55,A.C. Crispin,25
36-55,COLIN DEXTER,25
36-55,MARY BALOGH,25
36-55,Jean Pare,25
36-55,Victoria Pade,25
36-55,Karen Young,25
36-55,Tabitha King,25
36-55,Janelle Denison,25
36-55,Paul Scott,25
36-55,Lee Harris,25
36-55,JOSEPH WAMBAUGH,25
36-55,Christie Golden,25
36-55,Nancy Huston,25
36-55,Wolfgang Hohlbein,25
36-55,SARAH GRAVES,25
36-55,James Van Praagh,25
36-55,Margaret Moore,25
36-55,STEPHEN KING,25
36-55,Alan Moore,25
36-55,Millie Criswell,25
36-55,Norton Juster,25
36-55,Linda Needham,25
36-55,Jill Gregory,25
36-55,Thomas Tryon,25
36-55,Sandra Field,25
36-55,Warren Murphy,25
36-55,Janice Kaiser,25
36-55,Katharine Hepburn,25
36-55,Claudia Bishop,25
36-55,G. A. McKevett,25
36-55,Maurice Sendak,25
36-55,Starhawk,25
36-55,Randy Shilts,25
36-55,Octavia E. Butler,25
36-55,Meg O'Brien,25
36-55,Michael Lewis,25
36-55,Jonathan Nasaw,25
36-55,Stephen Crane,25
36-55,Stephen Donaldson,25
36-55,Jayne Castle,25
36-55,William Kotzwinkle,25
36-55,Stephen Fry,25
36-55,Brian Moore,25
36-55,Tennessee Williams,25
36-55,Anne Marie Winston,25
36-55,Daniel Wallace,24
36-55,W. Somerset Maugham,24
36-55,AMANDA CROSS,24
36-55,Jerry Seinfeld,24
36-55,Laurence Shames,24
36-55,Miriam Grace Monfredo,24
36-55,Michelle Reid,24
36-55,Amanda Stevens,24
36-55,Betty Crocker,24
36-55,Ingrid Noll,24
36-55,J. P. McCarthy,24
36-55,Joan Lowery Nixon,24
36-55,Anne Weale,24
36-55,Anais Nin,24
36-55,Lindsay Armstrong,24
36-55,E Annie Proulx,24
36-55,Astrid Lindgren,24
36-55,Suzanne Weyn,24
36-55,P.G. Wodehouse,24
36-55,E. L. Konigsburg,24
36-55,Amy Ephron,24
36-55,Ben Sherwood,24
36-55,Holly Lisle,24
36-55,Covert Bailey,24
36-55,Roger MacBride Allen,24
36-55,Mary-Kate &amp; Ashley Olsen,24
36-55,Joni Eareckson Tada,24
36-55,Malachy McCourt,24
36-55,Dee Henderson,24
36-55,Ann Beattie,24
36-55,Carolyn Davidson,24
36-55,Mark Kurlansky,24
36-55,Alex Garland,24
36-55,Deborah Hale,24
36-55,Judith Gould,24
36-55,Gwen Hunter,24
36-55,Simon Hawke,24
36-55,R. J. Pineiro,24
36-55,Pauline Gedge,24
36-55,Judy Sheindlin,24
36-55,Nevil Shute,24
36-55,Natalie Babbitt,24
36-55,Jack Dann,24
36-55,Rachael F. Heller,24
36-55,David Wiltse,24
36-55,James Preller,24
36-55,Ahdaf Soueif,24
36-55,Running Press,24
36-55,Peter Blauner,24
36-55,ROBERT CORMIER,24
36-55,Lynnette Kent,24
36-55,Lewis Grizzard,24
36-55,Pamela Sargent,24
36-55,Tim Cockey,24
36-55,REX STOUT,24
36-55,Ann Rinaldi,24
36-55,Kenneth Grahame,24
36-55,Pearl S. Buck,24
36-55,Jean Rhys,24
36-55,Melanie Jackson,24
36-55,Stephen Booth,24
36-55,Mark Stevens,24
36-55,Phil McGraw,24
36-55,Lori Handeland,24
36-55,Jahnna N. Malcolm,24
36-55,Elizabeth Goudge,24
36-55,Susie Moloney,24
36-55,Gail Herman,24
36-55,Barbara Freethy,24
36-55,Curtiss Ann Matlock,24
36-55,Anne Marie Duquette,24
36-55,Cassie Miles,24
36-55,Laura Wolf,24
36-55,DANIEL MASON,24
36-55,Anne Mccaffrey,23
36-55,Stephanie Calmenson,23
36-55,Leo F. Buscaglia,23
36-55,Torey Hayden,23
36-55,Hailey North,23
36-55,ELIZABETH STROUT,23
36-55,H. P. Lovecraft,23
36-55,Thich Nhat Hanh,23
36-55,Edith Layton,23
36-55,Barbara D'Amato,23
36-55,Ann Matthews Martin,23
36-55,Joseph Hansen,23
36-55,P. J. Parrish,23
36-55,Rudolfo Anaya,23
36-55,Bernard Malamud,23
36-55,Valerie Parv,23
36-55,William Least Heat-Moon,23
36-55,BARBARA TAYLOR BRADFORD,23
36-55,Walker Percy,23
36-55,Alice Adams,23
36-55,Ellen Rimbauer,23
36-55,Kristine Rolofson,23
36-55,Emma Holly,23
36-55,Studs Terkel,23
36-55,Scott Smith,23
36-55,A. Scott Berg,23
36-55,Colleen Shannon,23
36-55,Gerald Durrell,23
36-55,Carlene Thompson,23
36-55,Mary Gordon,23
36-55,Donna Fletcher,23
36-55,Mary Roach,23
36-55,Leonard Maltin,23
36-55,Primo Levi,23
36-55,Adam Gopnik,23
36-55,Hanif Kureishi,23
36-55,Flora Kidd,23
36-55,Debra Webb,23
36-55,Ana Leigh,23
36-55,Jerry Pournelle,23
36-55,Thomas J. Stanley,23
36-55,Julie E. Czerneda,23
36-55,Judith Tarr,23
36-55,Pamela Stephenson,23
36-55,Cynthia Freeman,23
36-55,Richard Ford,23
36-55,Marilyn Kaye,23
36-55,Justine Davis,23
36-55,Julie Elizabeth Leto,23
36-55,Thomas Gifford,23
36-55,Nancy Davis,23
36-55,Patrick Lynch,23
36-55,Amelie Nothomb,23
36-55,Edward Rutherford,23
36-55,Mel Gilden,23
36-55,Harvey Diamond,23
36-55,Edward Packard,23
36-55,Kathryn Harrison,23
36-55,Carolyn McSparren,23
36-55,Carrie Alexander,23
36-55,Patrick McGrath,23
36-55,Darian North,23
36-55,Adele Faber,23
36-55,Peter Abrahams,23
36-55,Christopher Buckley,23
36-55,Christie Ridgway,23
36-55,M. M. Kaye,22
36-55,Jill Jones,22
36-55,Penelope Williamson,22
36-55,Nina Bangs,22
36-55,Mary Pipher,22
36-55,Sophocles,22
36-55,Tisha Hamilton,22
36-55,Maura Seger,22
36-55,Jean Marzollo,22
36-55,Janet Quin-Harkin,22
36-55,Renee Roszel,22
36-55,George Carlin,22
36-55,Angela Fisher,22
36-55,Jon Scieszka,22
36-55,Thomas Mann,22
36-55,Unknown,22
36-55,Steven Pressfield,22
36-55,Jim Lovell,22
36-55,Calvin Trillin,22
36-55,Adele Lang,22
36-55,Wen Spencer,22
36-55,Bruce Alexander,22
36-55,Loraine Despres,22
36-55,Lou Jane Temple,22
36-55,Daniel Goleman,22
36-55,MARK TWAIN,22
36-55,Howard Weinstein,22
36-55,Ann Granger,22
36-55,Stella Gibbons,22
36-55,Martin Harry Greenberg,22
36-55,David McCullough,22
36-55,James C. Dobson,22
36-55,Kahlil Gibran,22
36-55,CLARE NAYLOR,22
36-55,Katherine Garbera,22
36-55,Fritz Leiber,22
36-55,Kate Elliott,22
36-55,Samuel R. Delany,22
36-55,Fay Robinson,22
36-55,Susan Powter,22
36-55,George Burns,22
36-55,Emilie Barnes,22
36-55,Chris Bunch,22
36-55,William J. Kennedy,22
36-55,Douglas Clegg,22
36-55,Jean Sasson,22
36-55,Harriet Beecher Stowe,22
36-55,Arnold Lobel,22
36-55,Charles Osborne,22
36-55,Kristine Kathryn Rusch,22
36-55,Kathleen Taylor,22
36-55,Barbara Boswell,22
36-55,DOUGLAS ADAMS,22
36-55,Julie Miller,22
36-55,Bernard Werber,22
36-55,Lewis Perdue,22
36-55,Dr. Jerri Nielsen,22
36-55,Jacqueline Briskin,22
36-55,Thea Devine,22
36-55,Michael A. Stackpole,22
36-55,Peter King,22
36-55,ROBERT A. HEINLEIN,22
36-55,Steve Hamilton,22
36-55,LEE SMITH,22
36-55,Wallace Earle Stegner,22
36-55,Susie Bright,22
36-55,Kate Kingsbury,22
36-55,Ted L. Nancy,22
36-55,Ariel Jennifer Jones,22
36-55,John A. Keel,22
36-55,Jean Barrett,22
36-55,Allison Pearson,22
36-55,Michael Flynn,22
36-55,Yvonne Whittal,22
36-55,Suzann Ledbetter,22
36-55,Stewart O'Nan,22
36-55,Betty Ren Wright,22
36-55,David Halberstam,22
36-55,Margaret Eleanor Atwood,22
36-55,BEVERLY CLEARY,22
36-55,Julie Kistler,22
36-55,Valerie Wolzien,22
36-55,Betty Birney,21
36-55,Susan Polis Schutz,21
36-55,Plato,21
36-55,Tim Winton,21
36-55,David A. Carter,21
36-55,Margot Livesey,21
36-55,Sheri Whitefeather,21
36-55,Wendy Markham,21
36-55,Ian Jack,21
36-55,Shakti Gawain,21
36-55,DAVE BARRY,21
36-55,Ralph Compton,21
36-55,Helen MacInnes,21
36-55,Jerry Bledsoe,21
36-55,Samantha James,21
36-55,Andrew M Greeley,21
36-55,Carlton Smith,21
36-55,Joan Bauer,21
36-55,Ken Grimwood,21
36-55,Jeff Smith,21
36-55,Bill Gates,21
36-55,Sara Wood,21
36-55,Nancy Warren,21
36-55,Elizabeth Levy,21
36-55,Charlotte Perkins Gilman,21
36-55,Joe Coomer,21
36-55,Bill Myers,21
36-55,Tabor Evans,21
36-55,Patrick F. McManus,21
36-55,Norman Maclean,21
36-55,MARK HADDON,21
36-55,Terry C. Johnston,21
36-55,W. P. Kinsella,21
36-55,Deborah Simmons,21
36-55,Barbara Sher,21
36-55,Michael Romkey,21
36-55,Sarah Strohmeyer,21
36-55,Ann Hood,21
36-55,Lynda Curnyn,21
36-55,John Lutz,21
36-55,Irwin Shaw,21
36-55,Elizabeth Wurtzel,21
36-55,ALEXANDRA FULLER,21
36-55,Nicole Jordan,21
36-55,VLADIMIR NABOKOV,21
36-55,Susan Fromberg Schaeffer,21
36-55,Jack Prelutsky,21
36-55,Linda Warren,21
36-55,MARIAH STEWART,21
36-55,MARGARET TRUMAN,21
36-55,David Bishop,21
36-55,Arlene James,21
36-55,ARTURO PEREZ-REVERTE,21
36-55,Ethan Black,21
36-55,James D. Doss,21
36-55,John Douglas,21
36-55,Ginna Gray,21
36-55,Maryanne Stahl,21
36-55,JERRY SPINELLI,21
36-55,Mary Roberts Rinehart,21
36-55,Stephen Horn,21
36-55,Michael Korda,21
36-55,DAN SIMMONS,21
36-55,Lauren Belfer,21
36-55,Susan Sontag,21
36-55,Tim Powers,21
36-55,Tom Savage,21
36-55,DANIEL KEYES,21
36-55,Emma Craig,21
36-55,Bryce Courtenay,21
36-55,Eduardo Mendoza,21
36-55,Disney,21
36-55,Julia Spencer-Fleming,21
36-55,Jim Crace,21
36-55,Shirl Henke,21
36-55,Theodore Taylor,21
36-55,Melissa Scott,21
36-55,David Bischoff,21
36-55,Darin Strauss,21
36-55,James Blish,21
36-55,Will Ferguson,21
36-55,Dani Sinclair,21
36-55,Anchee Min,21
36-55,Lewis Thomas,21
36-55,Norah Lofts,21
36-55,Rudy Rucker,21
36-55,John R. Erickson,21
36-55,David D. Burns,21
36-55,P.J. O'Rourke,20
36-55,Lyn Stone,20
36-55,Jeanie London,20
36-55,William J. Bennett,20
36-55,Seuss,20
36-55,David Hagberg,20
36-55,Anne McAllister,20
36-55,Larry Brown,20
36-55,Terrance Dicks,20
36-55,LINCOLN CHILD,20
36-55,Pamela Bauer,20
36-55,Emily Dickinson,20
36-55,Catherine Millet,20
36-55,Ellen Degeneres,20
36-55,Donna Andrews,20
36-55,Johanna Hurwitz,20
36-55,Fran Drescher,20
36-55,WALTER LORD,20
36-55,Sandra Chastain,20
36-55,Marilyn Wallace,20
36-55,Josephine Hart,20
36-55,John E. Gardner,20
36-55,Tanja Kinkel,20
36-55,Robin Wells,20
36-55,Christopher Andersen,20
36-55,Jody Shields,20
36-55,Karen Cushman,20
36-55,Haven Kimmel,20
36-55,Susan Wilson,20
36-55,Karen Armstrong,20
36-55,Tamara Thorne,20
36-55,Fodor's,20
36-55,CARSON MCCULLERS,20
36-55,Joy Kogawa,20
36-55,Nero Blanc,20
36-55,MERRILL MARKOE,20
36-55,Gael Baudino,20
36-55,Joan Smith,20
36-55,Ross Thomas,20
36-55,Virginia Hamilton,20
36-55,Lawrence Durrell,20
36-55,Eva Ibbotson,20
36-55,CHRISTINA SKYE,20
36-55,Jane Mendelsohn,20
36-55,Marta Perry,20
36-55,Frank Mccourt,20
36-55,Florence King,20
36-55,Joan Didion,20
36-55,Alison McGhee,20
36-55,Sarah Vowell,20
36-55,Richard Dawkins,20
36-55,Roxanne Rustand,20
36-55,Archer Mayor,20
36-55,Alex Ross,20
36-55,GARY PAULSEN,20
36-55,Barry Reed,20
36-55,Marcia Evanick,20
36-55,Kirk Douglas,20
36-55,G.M. Ford,20
36-55,Craig Holden,20
36-55,Laura C. Schlessinger,20
36-55,Betsy Haynes,20
36-55,Leona Karr,20
36-55,Rebecca Flanders,20
36-55,Reay Tannahill,20
36-55,Matt Christopher,20
36-55,Penelope Neri,20
36-55,Lois Richer,20
36-55,Ted Dekker,20
36-55,Edward Gorman,20
36-55,Ralph Ellison,20
36-55,Gayle Lynds,20
36-55,James Gelsey,20
36-55,Arthur Charles Clarke,20
36-55,Laurence Yep,20
36-55,Merriam-Webster,20
36-55,Ben Mezrich,20
36-55,Judy Mercer,20
36-55,George R. R. Martin,20
36-55,Lucy Grealy,20
36-55,Tori Phillips,20
36-55,Fabio,20
36-55,Angela Elwell Hunt,20
36-55,Charles Baxter,20
36-55,Bill Pronzini,20
36-55,J. Lynne Hinton,20
36-55,Earl Emerson,20
36-55,Earl W. Emerson,20
36-55,Clifford Stoll,20
36-55,Clive James,20
36-55,Barbara Cartland,20
36-55,Carol Finch,20
36-55,Lisa Carey,20
36-55,Ben M. Baglio,19
36-55,Tim Parks,19
36-55,Dianne Day,19
36-55,Peter Danielson,19
36-55,Javier Marias,19
36-55,ALEXANDER MCCALL SMITH,19
36-55,Troy Soos,19
36-55,Keri Hulme,19
36-55,Morris West,19
36-55,Alexandra Stoddard,19
36-55,John Wyndham,19
36-55,Janwillem Van De Wetering,19
36-55,Debra Ginsberg,19
36-55,Claudia Jameson,19
36-55,William Makepeace Thackeray,19
36-55,George Lucas,19
36-55,Craig Shaw Gardner,19
36-55,Sara Craven,19
36-55,Lauren Royal,19
36-55,Anne Wilson Schaef,19
36-55,Poppy Z. Brite,19
36-55,Mary Renault,19
36-55,Renate Dorrestein,19
36-55,Mary Norton,19
36-55,Mary McBride,19
36-55,Dan Savage,19
36-55,Kingsley Amis,19
36-55,Paulette Jiles,19
36-55,Bari Wood,19
36-55,Mary Lawson,19
36-55,Mary Kay Andrews,19
36-55,Thomas Merton,19
36-55,Thomas L. Friedman,19
36-55,Catherine Archer,19
36-55,David James Duncan,19
36-55,Jo Leigh,19
36-55,Tom Smith,19
36-55,Barry Maitland,19
36-55,Philippa Carr,19
36-55,Joan Aiken,19
36-55,Po Bronson,19
36-55,Eric Carle,19
36-55,P. N. Elrod,19
36-55,Martha Wells,19
36-55,Vincent Bugliosi,19
36-55,Gilbert Morris,19
36-55,Betina Krahn,19
36-55,Anne Hampson,19
36-55,Euripides,19
36-55,Fred Mustard Stewart,19
36-55,Susan R. Matthews,19
36-55,Paul Erdman,19
36-55,P. J. Tracy,19
36-55,P. J. O'Rourke,19
36-55,Drew Carey,19
36-55,Cyndy Szekeres,19
36-55,CAROLYN HAINES,19
36-55,CARL HIAASEN,19
36-55,Erik Larson,19
36-55,Kylie Brant,19
36-55,Dante Alighieri,19
36-55,Ellen Kushner,19
36-55,Eudora Welty,19
36-55,Sean Russell,19
36-55,Ed Greenwood,19
36-55,Scott Ciencin,19
36-55,P D James,19
36-55,Robert Doherty,19
36-55,Liz Ireland,19
36-55,Michel Houellebecq,19
36-55,John Colapinto,19
36-55,L.A. Graf,19
36-55,William Steig,19
36-55,Patricia MacLachlan,19
36-55,Beverly Bird,19
36-55,Douglas E. Winter,19
36-55,LEWIS GRIZZARD,19
36-55,Marguerite Duras,19
36-55,Gene Brewer,19
36-55,Robert R. McCammon,19
36-55,Alice Duncan,19
36-55,Norman Vincent Peale,19
36-55,David L. Lindsey,19
36-55,Brady Udall,19
36-55,Pat Booth,19
36-55,Gina Ingoglia,19
36-55,Michael P. Kube-McDowell,19
36-55,Grace Livingston Hill,19
36-55,Stephen McCauley,19
36-55,William Golding,19
36-55,Lois Greiman,19
36-55,R.A. Salvatore,19
36-55,Ed Gorman,19
36-55,Michael Bond,19
36-55,Barbara Ann Kipfer,18
36-55,Marc Tolon Brown,18
36-55,Landoll,18
36-55,David Hunt,18
36-55,Elizabeth Redfern,18
36-55,Anne Edwards,18
36-55,Robert Tine,18
36-55,Margaret Pargeter,18
36-55,Margaret Yorke,18
36-55,Chris Stewart,18
36-55,Harper Allen,18
36-55,Roger Tory Peterson,18
36-55,WALTER FARLEY,18
36-55,Joel Rosenberg,18
36-55,Robert Frost,18
36-55,Elizabeth Coatsworth,18
36-55,Ellen Hart,18
36-55,Robert C. O'Brien,18
36-55,Robert Bly,18
36-55,Ellen James,18
36-55,Cheryl Richardson,18
36-55,Shirley Conran,18
36-55,Amy Dacyczyn,18
36-55,Rick Bass,18
36-55,Richie Tankersley Cusick,18
36-55,Richard Simmons,18
36-55,John Hersey,18
36-55,Alexander Solzhenitsyn,18
36-55,Willo Davis Roberts,18
36-55,Helen Keller,18
36-55,Richard Price,18
36-55,Joan Elliott Pickart,18
36-55,MATTHEW PEARL,18
36-55,Richard Nelson Bolles,18
36-55,Gunter Grass,18
36-55,Jonathan Lethem,18
36-55,Jimmy Carter,18
36-55,Jim Thompson,18
36-55,Alison Kent,18
36-55,Lisa Tucker,18
36-55,Richard Brightfield,18
